timestamp_deteccion,connector_id,operator_name,estado_anterior,estado_nuevo,api_last_updated,power_type,max_electric_power,standard,location_name,operador_agrupado,tramo_potencia,commune,region
2026-09-01T18:56:23+00:00,9241,ENEL X,PRIMERA_LECTURA,DISPONIBLE,2026-09-01T18:16:46.340633+00:00,DC,360,CCS 2,Enel X - Zona de descanso Itahue.,Enel,150,Molina,Maule
2026-09-01T18:56:23+00:00,7276,ENEL X,PRIMERA_LECTURA,DISPONIBLE,2026-09-01T18:07:39.662427+00:00,DC,30,CCS 2,Enel X - EDS Petrobras Pajaritos ,Enel,(22-50],Maipú,Metropolitana
2026-09-01T18:56:23+00:00,9041,COPEC VOLTEX,PRIMERA_LECTURA,FUERA DE LINEA,2026-08-31T19:39:25.957339+00:00,AC,7.4,Tipo 2,COPEC VOLTEX_HUB MALL CENCO EL LLANO,Copec Voltex,7,San Miguel,Metropolitana
2026-09-01T18:56:23+00:00,9577,Cargar Mas SpA,PRIMERA_LECTURA,FUERA DE LINEA,2026-08-20T19:54:47.406827+00:00,DC,350,CCS 2,Cargar Mas Miguel de Atero,Cargar Mas SpA,150,Quinta Normal,Metropolitana
2026-09-01T18:56:23+00:00,7682,COPEC VOLTEX,PRIMERA_LECTURA,NO DISPONIBLE,2026-04-08T18:58:06.483020+00:00,AC,7.4,Tipo 2,HUB CENCO LA FLORIDA,Copec Voltex,7,La Florida,Metropolitana
2026-09-01T18:56:23+00:00,1108,Enerlink Chile SpA,PRIMERA_LECTURA,NO DISPONIBLE,2024-11-29T00:13:11.854605+00:00,DC,50,CCS 2,Enex E-Pro Shell Romeral,Enerlink,(22-50],Romeral,Maule
2026-09-01T18:56:23+00:00,9014,COPEC VOLTEX,PRIMERA_LECTURA,FUERA DE LINEA,2026-08-31T19:39:25.106074+00:00,AC,7.4,Tipo 2,COPEC VOLTEX_HUB MALL CENCO EL LLANO,Copec Voltex,7,San Miguel,Metropolitana
2026-09-01T18:56:23+00:00,1376,Tesla Chile SpA,PRIMERA_LECTURA,FUERA DE LINEA,2026-04-22T20:47:09.011704+00:00,DC,250,CCS 2,"TESLA SUPERCHARGER, ARAUCO PREMIUM OUTLET CURAUMA",Tesla Chile SpA,150,Valparaíso,Valparaíso
2026-09-01T18:56:23+00:00,9113,ENEL X,PRIMERA_LECTURA,FUERA DE LINEA,2026-09-01T04:09:56.569685+00:00,DC,60,CCS 2,Enel X - Presidente Errazuriz ,Enel,(50-150],Las Condes,Metropolitana
2026-09-01T18:56:23+00:00,2435,COPEC VOLTEX,PRIMERA_LECTURA,DISPONIBLE,2026-09-01T18:26:32.668917+00:00,DC,180,CCS 2,ELECTROLINERA COPEC PUERTO MONTT PANAMERICANA 200,Copec Voltex,150,Puerto Montt,Los Lagos
2026-09-01T18:56:23+00:00,1752,COPEC VOLTEX,PRIMERA_LECTURA,NO DISPONIBLE,2025-07-10T15:10:43.210342+00:00,AC,7.4,Tipo 2,IRVE - MALL ARAUCO ESTACION,Copec Voltex,7,Estación Central,Metropolitana
2026-09-01T18:56:23+00:00,982,COPEC VOLTEX,PRIMERA_LECTURA,NO DISPONIBLE,2026-04-21T20:04:47.501694+00:00,DC,180,CCS 2,ELECTROLINIERA COPEC AVDA.ORIENTAL 5710,Copec Voltex,150,Penalolén,Metropolitana
2026-09-01T18:56:23+00:00,1179,ENEL X,PRIMERA_LECTURA,FUERA DE LINEA,2026-09-01T03:59:22.781931+00:00,AC,7.4,Tipo 2,Enel X Way - Espacio Urbano Las Rejas,Enel,7,Estación Central,Metropolitana
2026-09-01T18:56:23+00:00,109,ENEL X,PRIMERA_LECTURA,NO DISPONIBLE,2025-09-24T12:20:01.576835+00:00,AC,3.5,Tipo 2,Estacionamientos EME,Enel,7,Las Condes,Metropolitana
2026-09-01T18:56:23+00:00,285,ENEL X,PRIMERA_LECTURA,FUERA DE LINEA,2026-04-08T21:35:57.359777+00:00,AC,22,Tipo 2,Proyecto Cargadores VE Hotel Torre Mayor 25,Enel,(7-22],Providencia,Metropolitana
2026-09-01T18:56:23+00:00,7698,COPEC VOLTEX,PRIMERA_LECTURA,NO DISPONIBLE,2026-04-08T18:58:06.918091+00:00,AC,7.4,Tipo 2,HUB CENCO LA FLORIDA,Copec Voltex,7,La Florida,Metropolitana
2026-09-01T18:56:23+00:00,9580,Cargar Mas SpA,PRIMERA_LECTURA,FUERA DE LINEA,2026-08-20T19:54:47.406827+00:00,DC,350,CCS 2,Cargar Mas Miguel de Atero,Cargar Mas SpA,150,Quinta Normal,Metropolitana
2026-09-01T18:56:23+00:00,217,Inmob. Administ. y Com. Mall S,PRIMERA_LECTURA,FUERA DE LINEA,2026-06-08T15:30:51.574289+00:00,AC,6.6,Tipo 2,Mall Sport,Inmob. Administ. y Com. Mall S,7,Las Condes,Metropolitana
2026-09-01T18:56:23+00:00,985,Enerlink Chile SpA,PRIMERA_LECTURA,DISPONIBLE,2026-08-17T01:38:43.639441+00:00,AC,22,Tipo 2,Enex E-Pro OHiggins Iquique,Enerlink,(7-22],Iquique,Tarapacá
2026-09-01T18:56:23+00:00,7764,COPEC VOLTEX,PRIMERA_LECTURA,NO DISPONIBLE,2026-04-08T18:58:09.288742+00:00,AC,7.4,Tipo 2,HUB CENCO LA FLORIDA,Copec Voltex,7,La Florida,Metropolitana
2026-09-01T18:56:23+00:00,8917,COPEC VOLTEX,PRIMERA_LECTURA,DISPONIBLE,2026-09-01T12:50:02.881997+00:00,DC,500,CCS 2,COPEC VOLTEX EDS 40560 - LLAY LLAY,Copec Voltex,150,Llaillay,Valparaíso
2026-09-01T18:56:23+00:00,180,COPEC VOLTEX,PRIMERA_LECTURA,NO DISPONIBLE,2025-02-27T17:37:46.527614+00:00,AC,7.4,Tipo 2,PUNTO DE RECARGA DOBLE ABB,Copec Voltex,7,Huechuraba,Metropolitana
2026-09-01T18:56:23+00:00,1091,COPEC VOLTEX,PRIMERA_LECTURA,DISPONIBLE,2026-09-01T14:07:27.007043+00:00,DC,50,CCS 2,SAVE VOLTEX 20605 SAN PABLO,Copec Voltex,(22-50],San Pablo,Los Lagos
2026-09-01T18:56:23+00:00,1225,ENEL X,PRIMERA_LECTURA,DISPONIBLE,2026-09-01T02:00:28.143998+00:00,AC,7.4,Tipo 2,Enel X Way - Espacio Urbano Las Rejas,Enel,7,Estación Central,Metropolitana
2026-09-01T18:56:23+00:00,869,ENEL X,PRIMERA_LECTURA,FUERA DE LINEA,2026-09-01T04:02:41.573096+00:00,AC,7.4,Tipo 2,Enel X Way - Mall Parque Arauco,Enel,7,Las Condes,Metropolitana
2026-09-01T18:56:23+00:00,2498,Empresa Eléctrica de Casablanca S.A,PRIMERA_LECTURA,DISPONIBLE,2026-08-28T16:36:24.607692+00:00,AC,22,Tipo 2,ELECTROMOVILIDAD  EMELCA CASABLANCA,Empresa Eléctrica de Casablanca S.A,(7-22],Casablanca,Valparaíso
2026-09-01T18:56:23+00:00,334,COPEC VOLTEX,PRIMERA_LECTURA,DISPONIBLE,2026-08-29T19:17:22.690713+00:00,AC,7.4,Tipo 2,COPEC VOLTEX - MALL PLAZA TOBALABA,Copec Voltex,7,Puente Alto,Metropolitana
2026-09-01T18:56:23+00:00,73,ILUSTRE MUNICIPALIDAD DE LAS CONDES,PRIMERA_LECTURA,FUERA DE LINEA,2026-04-08T21:35:57.359777+00:00,AC,22,Tipo 2,Entrada Jumbo,ILUSTRE MUNICIPALIDAD DE LAS CONDES,(7-22],Las Condes,Metropolitana
2026-09-01T18:56:23+00:00,7360,COPEC VOLTEX,PRIMERA_LECTURA,DISPONIBLE,2026-09-01T18:15:19.853041+00:00,DC,240,CCS 2,COPEC VOLTEX EDS 60220 - ALBERTO LLONA,Copec Voltex,150,Maipú,Metropolitana
2026-09-01T18:56:23+00:00,8819,CHASS SPA,PRIMERA_LECTURA,DISPONIBLE,2026-08-18T21:35:30.096646+00:00,AC,22,Tipo 2,HUB DE CARGA RANCAGUA,Chass,(7-22],Rancagua,Libertador Bernardo OHiggins
2026-09-01T18:56:23+00:00,8102,ENEL X,PRIMERA_LECTURA,DISPONIBLE,2026-09-01T18:51:45.130310+00:00,DC,30,CCS 2,ENEL X - PARQUE ARAUCO,Enel,(22-50],Las Condes,Metropolitana
2026-09-01T18:56:23+00:00,2303,Enerlink Chile SpA,PRIMERA_LECTURA,OCUPADO,2026-09-01T17:51:33.962876+00:00,AC,7.04,Tipo 2,Proyecto EV Curicó,Enerlink,7,Curicó,Maule
2026-09-01T18:56:23+00:00,9143,ENEL X,PRIMERA_LECTURA,FUERA DE LINEA,2026-04-08T21:35:57.359777+00:00,DC,60,CCS 2,Electrolinera Aramco Francisco Bilbao,Enel,(50-150],Providencia,Metropolitana
2026-09-01T18:56:23+00:00,907,ENEL X,PRIMERA_LECTURA,FUERA DE LINEA,2026-08-14T04:11:44.593819+00:00,AC,7.4,Tipo 2,Enel X Way - Mall Parque Arauco,Enel,7,Las Condes,Metropolitana
2026-09-01T18:56:23+00:00,7255,ENEL X,PRIMERA_LECTURA,OCUPADO,2026-09-01T18:36:46.550511+00:00,DC,60,CCS 2,Enel X Way - Petrobras José Arrieta,Enel,(50-150],Penalolén,Metropolitana
2026-09-01T18:56:23+00:00,1030,Sociedad Austral de Electricidad S.A,PRIMERA_LECTURA,FUERA DE LINEA,2026-04-22T15:05:36.024601+00:00,AC,22,Tipo 2,CARGA VEHICULAR GRUPO SAESA PTO MONTT,Saesa,(7-22],Puerto Montt,Los Lagos
2026-09-01T18:56:23+00:00,708,ENEL X,PRIMERA_LECTURA,DISPONIBLE,2026-09-01T18:36:45.633861+00:00,DC,150,CCS 2,Enel X Way - Petrobras 14 de La Fama,Enel,(50-150],Independencia,Metropolitana
2026-09-01T18:56:23+00:00,288,ENEL X,PRIMERA_LECTURA,FUERA DE LINEA,2026-04-08T21:35:57.359777+00:00,AC,22,Tipo 2,Proyecto CE Hotel Icon,Enel,(7-22],Las Condes,Metropolitana
2026-09-01T18:56:23+00:00,1257,ENEL X,PRIMERA_LECTURA,DISPONIBLE,2026-09-01T09:34:04.555188+00:00,AC,7.4,Tipo 2,Enel X Way - Espacio Urbano Las Rejas,Enel,7,Estación Central,Metropolitana
2026-09-01T18:56:23+00:00,1065,ENEL MOBILITY CHILE SPA,PRIMERA_LECTURA,FUERA DE LINEA,2026-04-08T21:35:57.359777+00:00,DC,50,CHAdeMO,Enel X Way - Petrobras La Serena,Enel,(22-50],La Serena,Coquimbo
2026-09-01T18:56:23+00:00,280,COPEC VOLTEX,PRIMERA_LECTURA,DISPONIBLE,2026-08-30T19:41:52.634797+00:00,DC,50,CHAdeMO,COPEC Ruta 5 Norte km 205. Palo Colorado Oriente,Copec Voltex,(22-50],Los Vilos,Coquimbo
2026-09-01T18:56:23+00:00,759,ENEL X,PRIMERA_LECTURA,FUERA DE LINEA,2026-08-04T04:08:21.632869+00:00,AC,7.4,Tipo 2,Enel X Way Privados - Parque Arauco,Enel,7,Las Condes,Metropolitana
2026-09-01T18:56:23+00:00,9578,Cargar Mas SpA,PRIMERA_LECTURA,FUERA DE LINEA,2026-08-20T19:54:47.406827+00:00,DC,350,CCS 2,Cargar Mas Miguel de Atero,Cargar Mas SpA,150,Quinta Normal,Metropolitana
2026-09-01T18:56:23+00:00,309,ENEL MOBILITY CHILE SPA,PRIMERA_LECTURA,FUERA DE LINEA,2026-04-08T21:35:57.359777+00:00,AC,22,Tipo 2,Proyecto Cargadores VE Stripcenter Los Trapenses,Enel,(7-22],Lo Barnechea,Metropolitana
2026-09-01T18:56:23+00:00,986,Enerlink Chile SpA,PRIMERA_LECTURA,DISPONIBLE,2026-08-17T01:38:43.639441+00:00,DC,120,CCS 2,Enex E-Pro OHiggins Iquique,Enerlink,(50-150],Iquique,Tarapacá
2026-09-01T18:56:23+00:00,560,ENEL X,PRIMERA_LECTURA,DISPONIBLE,2026-09-01T16:26:43.624549+00:00,DC,60,CCS 2,Enel X  Way Privado- ESPACIO URBANO PTE ALTO,Enel,(50-150],Puente Alto,Metropolitana
2026-09-01T18:56:23+00:00,8792,COPEC VOLTEX,PRIMERA_LECTURA,DISPONIBLE,2026-09-01T17:39:40.670132+00:00,DC,240,CCS 2,Cargador Eléctrico Copec Quillota,Copec Voltex,150,Quillota,Valparaíso
2026-09-01T18:56:23+00:00,794,ENEL X,PRIMERA_LECTURA,DISPONIBLE,2026-09-01T16:09:51.079932+00:00,AC,7.4,Tipo 2,Enel X Way Privados - Parque Arauco,Enel,7,Las Condes,Metropolitana
2026-09-01T18:56:23+00:00,9054,COPEC VOLTEX SPA,PRIMERA_LECTURA,FUERA DE LINEA,2026-04-08T21:35:57.359777+00:00,AC,7.4,Tipo 2,VOLTEX ISIDORA GOYENECHEA,Copec Voltex,7,Las Condes,Metropolitana
2026-09-01T18:56:23+00:00,1207,ENEL X,PRIMERA_LECTURA,FUERA DE LINEA,2026-08-27T21:30:16.906511+00:00,AC,7.4,Tipo 2,Enel X Way - Espacio Urbano Las Rejas,Enel,7,Estación Central,Metropolitana
2026-09-01T18:56:23+00:00,9737,ENEL X,PRIMERA_LECTURA,FUERA DE LINEA,2026-08-20T06:00:58.830643+00:00,DC,60,CCS 2,ENEL X - Moneda ,Enel,(50-150],Santiago,Metropolitana
2026-09-01T18:56:23+00:00,5141,COPEC VOLTEX,PRIMERA_LECTURA,NO DISPONIBLE,2025-11-10T13:27:26.419068+00:00,AC,22,Tipo 2, PLAZA DAGOBERTO GODOY,Copec Voltex,(7-22],La Granja,Metropolitana
2026-09-01T18:56:23+00:00,9084,COPEC VOLTEX,PRIMERA_LECTURA,FUERA DE LINEA,2026-04-27T15:11:24.227500+00:00,DC,500,CCS 2,COPEC VOLTEX EDS MONTERILLA,Copec Voltex,150,Teno,Maule
2026-09-01T18:56:23+00:00,664,ENEL X,PRIMERA_LECTURA,DISPONIBLE,2026-06-08T15:34:07.270125+00:00,DC,50,CHAdeMO,IRVE Tottus Catedral,Enel,(22-50],Santiago,Metropolitana
2026-09-01T18:56:23+00:00,9022,COPEC VOLTEX,PRIMERA_LECTURA,FUERA DE LINEA,2026-08-31T19:39:25.307822+00:00,AC,7.4,Tipo 2,COPEC VOLTEX_HUB MALL CENCO EL LLANO,Copec Voltex,7,San Miguel,Metropolitana
2026-09-01T18:56:23+00:00,6824,ENEL X,PRIMERA_LECTURA,DISPONIBLE,2026-09-01T18:46:47.828235+00:00,DC,30,CCS 2,Enel X - EDS Petrobras Pintor Cicarelli,Enel,(22-50],San Joaquín,Metropolitana
2026-09-01T18:56:23+00:00,990,Inmobiliaria FG Oriente SpA,PRIMERA_LECTURA,FUERA DE LINEA,2026-04-08T21:35:57.359777+00:00,AC,7.4,Tipo 2,ENEL X WAY -CARGADORES ELECTRICOS EDICIO HELSINSKI,Inmobiliaria FG Oriente SpA,7,La Reina,Metropolitana
2026-09-01T18:56:23+00:00,1297,COPEC VOLTEX,PRIMERA_LECTURA,FUERA DE LINEA,2026-08-26T18:10:34.041359+00:00,AC,22,Tipo 2,DUBLÉ ALMEYDA,Copec Voltex,(7-22],Nunoa,Metropolitana
2026-09-01T18:56:23+00:00,9188,COPEC VOLTEX,PRIMERA_LECTURA,FUERA DE LINEA,2026-04-27T15:01:25.658863+00:00,DC,180,CCS 2,SAVE VOLTEX PIEDRA ROJA  EDS 60070,Copec Voltex,150,Colina,Metropolitana
2026-09-01T18:56:23+00:00,1845,COPEC VOLTEX,PRIMERA_LECTURA,DISPONIBLE,2026-08-16T16:06:36.884230+00:00,AC,22,Tipo 2,José Manuel Balmaceda,Copec Voltex,(7-22],Renca,Metropolitana
2026-09-01T18:56:23+00:00,1215,ENEL X,PRIMERA_LECTURA,DISPONIBLE,2026-09-01T02:00:28.441748+00:00,AC,7.4,Tipo 2,Enel X Way - Espacio Urbano Las Rejas,Enel,7,Estación Central,Metropolitana
2026-09-01T18:56:23+00:00,9742,ENEL X,PRIMERA_LECTURA,FUERA DE LINEA,2026-08-31T20:27:04.409421+00:00,DC,240,CCS 2,ELECTRO ESTACIÓN COPELEC CHILLÁN,Enel,150,Chillan,Ñuble
2026-09-01T18:56:23+00:00,1096,ENEL X,PRIMERA_LECTURA,DISPONIBLE,2026-09-01T04:09:20.159826+00:00,AC,7.4,Tipo 2,Enel X Way - Hotel Bosque de Reñaca,Enel,7,Vina del Mar,Valparaíso
2026-09-01T18:56:23+00:00,8809,COPEC S.A.,PRIMERA_LECTURA,FUERA DE LINEA,2026-07-22T12:55:46.741355+00:00,AC,22,Tipo 2,COPEC VOLTEX EDS 60000 - QUILIN,Copec Voltex,(7-22],Penalolén,Metropolitana
2026-09-01T18:56:23+00:00,1820,Enerlink Chile SpA,PRIMERA_LECTURA,DISPONIBLE,2026-09-01T18:33:33.338788+00:00,DC,120,CCS 2,Enex E-Pro Shell Quilicura,Enerlink,(50-150],Quilicura,Metropolitana
2026-09-01T18:56:23+00:00,9110,ENEL X,PRIMERA_LECTURA,FUERA DE LINEA,2026-04-08T21:35:57.359777+00:00,DC,60,CCS 2,Enel X-Aramco José Pedro Alessandri,Enel,(50-150],Nunoa,Metropolitana
2026-09-01T18:56:23+00:00,1082,Industria Recuperadora de Neum,PRIMERA_LECTURA,FUERA DE LINEA,2026-04-08T21:35:57.359777+00:00,DC,50,CHAdeMO,Enel X Way - Petrobras Vallenar,Industria Recuperadora de Neum,(22-50],Vallenar,Atacama
2026-09-01T18:56:23+00:00,1264,ENEL X,PRIMERA_LECTURA,FUERA DE LINEA,2026-09-01T03:59:21.591162+00:00,AC,3.5,Tipo 2,Enel X Way - Espacio Urbano Las Rejas,Enel,7,Estación Central,Metropolitana
2026-09-01T18:56:23+00:00,1311,COPEC VOLTEX,PRIMERA_LECTURA,NO DISPONIBLE,2026-09-01T18:46:56.632053+00:00,DC,50,CHAdeMO,IRVE GENERAL VELASQUEZ 9301 SAN BERNARDO,Copec Voltex,(22-50],San Bernardo,Metropolitana
2026-09-01T18:56:23+00:00,1182,ENEL X,PRIMERA_LECTURA,FUERA DE LINEA,2026-09-01T02:00:30.855883+00:00,AC,7.4,Tipo 2,Enel X Way - Espacio Urbano Las Rejas,Enel,7,Estación Central,Metropolitana
2026-09-01T18:56:23+00:00,9127,Enerlink Chile SpA,PRIMERA_LECTURA,OCUPADO,2026-09-01T17:22:49.912465+00:00,DC,50,CCS 2,Electrolinera ENEX Portugal 175 Santiago File 647,Enerlink,(22-50],Santiago,Metropolitana
2026-09-01T18:56:23+00:00,950,ENEL X,PRIMERA_LECTURA,DISPONIBLE,2026-06-08T15:35:26.420401+00:00,AC,22,Tipo 2,Enel X Way - Petrobras Peñalolen,Enel,(7-22],Penalolén,Metropolitana
2026-09-01T18:56:23+00:00,848,COPEC VOLTEX,PRIMERA_LECTURA,DISPONIBLE,2026-09-01T15:22:34.676444+00:00,DC,50,CHAdeMO,COPEC VOLTEX EDS 10101 - CALAMA,Copec Voltex,(22-50],Calama,Antofagasta
2026-09-01T18:56:23+00:00,7271,ENEL X,PRIMERA_LECTURA,DISPONIBLE,2026-09-01T16:31:41.200510+00:00,DC,30,CCS 2,Enel X - EDS Petrobras Los Presidentes,Enel,(22-50],Penalolén,Metropolitana
2026-09-01T18:56:23+00:00,381,Sociedad Austral de Electricidad S.A,PRIMERA_LECTURA,FUERA DE LINEA,2026-04-22T20:38:52.162533+00:00,AC,22,Tipo 2,Proyecto Loncoche cargadores SAESA,Saesa,(7-22],Loncoche,La Araucanía
2026-09-01T18:56:23+00:00,1732,COPEC VOLTEX,PRIMERA_LECTURA,NO DISPONIBLE,2025-07-10T15:10:42.578041+00:00,AC,7.4,Tipo 2,IRVE - MALL ARAUCO ESTACION,Copec Voltex,7,Estación Central,Metropolitana
2026-09-01T18:56:23+00:00,1255,ENEL X,PRIMERA_LECTURA,FUERA DE LINEA,2026-08-31T21:30:22.896324+00:00,AC,7.4,Tipo 2,Enel X Way - Espacio Urbano Las Rejas,Enel,7,Estación Central,Metropolitana
2026-09-01T18:56:23+00:00,155,Enerlink Chile SpA,PRIMERA_LECTURA,DISPONIBLE,2026-09-01T03:47:11.488083+00:00,DC,50,CCS 2,Enex E-Pro Shell Mostazal,Enerlink,(22-50],Mostazal,Libertador Bernardo OHiggins
2026-09-01T18:56:23+00:00,108,ENEL X,PRIMERA_LECTURA,FUERA DE LINEA,2025-09-24T12:20:01.576835+00:00,AC,3.5,Tipo 2,Estacionamientos EME,Enel,7,Las Condes,Metropolitana
2026-09-01T18:56:23+00:00,1360,COPEC VOLTEX,PRIMERA_LECTURA,DISPONIBLE,2026-08-30T02:03:21.845535+00:00,AC,7.4,Tipo 2,SAVE CLINICA INDISA MAIPU,Copec Voltex,7,Maipú,Metropolitana
2026-09-01T18:56:23+00:00,1080,SINERGIA INMOBILIARIA S.A.,PRIMERA_LECTURA,FUERA DE LINEA,2026-04-08T21:35:57.359777+00:00,AC,22,Tipo 2,SAVE - CONDOMINIO ÑIPA,SINERGIA INMOBILIARIA S.A.,(7-22],Colina,Metropolitana
2026-09-01T18:56:23+00:00,661,CLINICA ALEMANA SANTIAGO S.A,PRIMERA_LECTURA,FUERA DE LINEA,2026-04-08T21:35:57.359777+00:00,AC,44,Tipo 2,Clínica Alemana Vitacura 2,CLINICA ALEMANA SANTIAGO S.A,(22-50],Vitacura,Metropolitana
2026-09-01T18:56:23+00:00,956,ENEL X,PRIMERA_LECTURA,NO DISPONIBLE,2025-05-05T12:31:09.172770+00:00,AC,3.5,Tipo 2,Enel X Way - Hotel Alaia,Enel,7,Pichilemu,Libertador Bernardo OHiggins
2026-09-01T18:56:23+00:00,633,Enerlink Chile SpA,PRIMERA_LECTURA,FUERA DE LINEA,2026-02-06T16:01:50.135662+00:00,DC,50,CHAdeMO,Enex E-Pro Shell Huentelauquén,Enerlink,(22-50],Canela,Coquimbo
2026-09-01T18:56:23+00:00,1333,COPEC VOLTEX,PRIMERA_LECTURA,FUERA DE LINEA,2026-08-31T19:45:14.443498+00:00,AC,7.4,Tipo 2,MALL PLAZA BIOBÍO - ESTACIONAMIENTO SUBT CLIENTES,Copec Voltex,7,Concepción,Biobío
2026-09-01T18:56:23+00:00,439,ENEL X,PRIMERA_LECTURA,FUERA DE LINEA,2026-09-01T04:08:57.086360+00:00,AC,7,Tipo 2,Parking Saba Marchant Pereira,Enel,7,Providencia,Metropolitana
2026-09-01T18:56:23+00:00,1413,CHUBB SEGUROS CHILE S.A.,PRIMERA_LECTURA,FUERA DE LINEA,2026-04-08T21:35:57.359777+00:00,AC,7.4,Tipo 2,COPEC VOLTEX SERV P309B CHUBB SEGUROS CHILE,CHUBB SEGUROS CHILE S.A.,7,Las Condes,Metropolitana
2026-09-01T18:56:23+00:00,4802,ENEL X,PRIMERA_LECTURA,DISPONIBLE,2026-09-01T18:16:45.455784+00:00,DC,30,CCS 2,ELECTROLINERA ARAMCO GRECIA,Enel,(22-50],Nunoa,Metropolitana
2026-09-01T18:56:23+00:00,9040,COPEC VOLTEX,PRIMERA_LECTURA,FUERA DE LINEA,2026-08-31T19:39:25.839742+00:00,AC,7.4,Tipo 2,COPEC VOLTEX_HUB MALL CENCO EL LLANO,Copec Voltex,7,San Miguel,Metropolitana
2026-09-01T18:56:23+00:00,1617,nmaes99 prueba prod patre99 matre99,PRIMERA_LECTURA,NO DISPONIBLE,2026-06-09T15:16:07.910879+00:00,DC,100,CCS 1,PROD 4627659 46276971,nmaes99 prueba prod patre99 matre99,(50-150],Santiago,Metropolitana
2026-09-01T18:56:23+00:00,556,ENEL X,PRIMERA_LECTURA,FUERA DE LINEA,2026-04-08T21:35:57.359777+00:00,AC,22,Tipo 2,Enel X - Pompello Camino Melipilla,Enel,(7-22],Maipú,Metropolitana
2026-09-01T18:56:23+00:00,8949,COPEC VOLTEX,PRIMERA_LECTURA,FUERA DE LINEA,2026-08-31T19:39:23.947840+00:00,AC,7.4,Tipo 2,COPEC VOLTEX_HUB MALL CENCO EL LLANO,Copec Voltex,7,San Miguel,Metropolitana
2026-09-01T18:56:23+00:00,679,ENEL X,PRIMERA_LECTURA,FUERA DE LINEA,2026-09-01T03:59:22.481945+00:00,AC,22,Tipo 2,Enel X Way - Petrobras Ciudad Satelite ,Enel,(7-22],Maipú,Metropolitana
2026-09-01T18:56:23+00:00,823,ENEL X,PRIMERA_LECTURA,DISPONIBLE,2026-09-01T04:09:10.875472+00:00,AC,7.4,Tipo 2,Enel X Way Privados - Parque Arauco,Enel,7,Las Condes,Metropolitana
2026-09-01T18:56:23+00:00,592,ENEL X,PRIMERA_LECTURA,DISPONIBLE,2026-09-01T18:21:42.169041+00:00,DC,60,CCS 2,Enel X Way - Espacio Urbano La Dehesa,Enel,(50-150],Lo Barnechea,Metropolitana
2026-09-01T18:56:23+00:00,796,ENEL X,PRIMERA_LECTURA,FUERA DE LINEA,2026-09-01T04:09:07.127063+00:00,AC,7.4,Tipo 2,Enel X Way Privados - Parque Arauco,Enel,7,Las Condes,Metropolitana
2026-09-01T18:56:23+00:00,8832,CHASS SPA,PRIMERA_LECTURA,DISPONIBLE,2026-08-23T17:48:50.034837+00:00,AC,22,Tipo 2,HUB DE CARGA RANCAGUA,Chass,(7-22],Rancagua,Libertador Bernardo OHiggins
2026-09-01T18:56:23+00:00,9376,ENEL X,PRIMERA_LECTURA,OCUPADO,2026-09-01T18:51:45.181230+00:00,DC,60,CCS 2,Enel X Way - Espacio Urbano La Laguna,Enel,(50-150],Colina,Metropolitana
2026-09-01T18:56:23+00:00,694,Enerlink Chile SpA,PRIMERA_LECTURA,NO DISPONIBLE,2025-01-23T19:44:51.369205+00:00,AC,22,Tipo 2,Enex E-Pro Shell Colón Vespucio ,Enerlink,(7-22],Las Condes,Metropolitana
2026-09-01T18:56:23+00:00,8961,COPEC VOLTEX,PRIMERA_LECTURA,FUERA DE LINEA,2026-08-31T19:39:24.091934+00:00,AC,7.4,Tipo 2,COPEC VOLTEX_HUB MALL CENCO EL LLANO,Copec Voltex,7,San Miguel,Metropolitana
2026-09-01T18:56:23+00:00,7390,CHASS SPA,PRIMERA_LECTURA,DISPONIBLE,2025-11-03T17:42:33.001758+00:00,AC,7,Tipo 2,CHASS - UC Christus Lira 85,Chass,7,Santiago,Metropolitana
2026-09-01T18:56:23+00:00,26,COPEC VOLTEX,PRIMERA_LECTURA,FUERA DE LINEA,2026-09-01T17:08:35.498558+00:00,AC,22,Tipo 2,COPEC Mostazal Poniente,Copec Voltex,(7-22],Mostazal,Libertador Bernardo OHiggins
2026-09-01T18:56:23+00:00,4785,ENEL X,PRIMERA_LECTURA,DISPONIBLE,2026-09-01T18:46:48.785030+00:00,DC,150,CCS 2,Enel X Way - Bodega San Francisco,Enel,(50-150],Pudahuel,Metropolitana
2026-09-01T18:56:23+00:00,8731,COPEC VOLTEX,PRIMERA_LECTURA,DISPONIBLE,2026-09-01T16:47:44.496821+00:00,DC,180,CCS 2,VOLTEX COPEC CONSISTORIAL,Copec Voltex,150,Penalolén,Metropolitana
2026-09-01T18:56:23+00:00,1103,COPEC VOLTEX,PRIMERA_LECTURA,DISPONIBLE,2026-08-28T18:24:59.782824+00:00,AC,7.4,Tipo 2,COPEC VOLTEX - CASA COSTANERA,Copec Voltex,7,Vitacura,Metropolitana
2026-09-01T18:56:23+00:00,2121,Enerlink Chile SpA,PRIMERA_LECTURA,FUERA DE LINEA,2026-02-06T16:01:50.135662+00:00,DC,50,CCS 2,Enex E-Pro Shell Huentelauquén,Enerlink,(22-50],Canela,Coquimbo
2026-09-01T18:56:23+00:00,4812,CONSTRUCTORA SIENNA S.A,PRIMERA_LECTURA,FUERA DE LINEA,2026-04-08T21:35:57.359777+00:00,AC,7,Tipo 2,CARGADORES QUILLAYES,CONSTRUCTORA SIENNA S.A,7,La Florida,Metropolitana
