timestamp_deteccion,connector_id,operator_name,estado_anterior,estado_nuevo,api_last_updated,power_type,max_electric_power,standard,location_name,operador_agrupado,tramo_potencia,commune,region
2026-09-03T23:26:53+00:00,689,ENEL X,DISPONIBLE,FUERA DE LINEA,2026-09-03T23:25:27.199531+00:00,DC,60,CCS 2,IRVE Tottus Vicuña Mackena,Enel,(50-150],Santiago,Metropolitana,Enel,Enel
2026-09-03T23:26:53+00:00,690,ENEL X,DISPONIBLE,FUERA DE LINEA,2026-09-03T23:25:27.199531+00:00,DC,60,CCS 2,IRVE Tottus Vicuña Mackena,Enel,(50-150],Santiago,Metropolitana,Enel,Enel
2026-09-03T23:26:53+00:00,8859,Enerlink Chile SpA,DISPONIBLE,OCUPADO,2026-09-03T23:25:47.260154+00:00,DC,60,GB/T DC,Cargador Gasco Cueto,Enerlink,(50-150],Santiago,Metropolitana,Gasco GLP SA,Enerlink
2026-09-03T23:26:53+00:00,611,ENEL X,DISPONIBLE,FUERA DE LINEA,2026-09-03T23:25:27.223959+00:00,DC,60,CCS 2,Enel x way - Tottus Nataniel Cox (Santiago),Enel,(50-150],Santiago,Metropolitana,Enel,Enel
2026-09-03T23:27:53+00:00,505,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-03T23:27:19.071883+00:00,AC,22,Tipo 2,Estación de Servicio Enel X Station,Enel,(7-22],Pudahuel,Metropolitana,Enel,Enel
2026-09-03T23:27:53+00:00,1037,ENEL X,DISPONIBLE,OCUPADO,2026-09-03T23:26:33.415587+00:00,DC,60,CCS 2,Enel X Way - Petrobras Carrascal ,Enel,(50-150],Cerro Navia,Metropolitana,Enel,Enel
2026-09-03T23:27:53+00:00,8610,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-03T23:26:57.224037+00:00,DC,240,CCS 2,SAVE VOLTEX BILBAO EDS 60419,Copec Voltex,150,Providencia,Metropolitana,Copec Voltex,Copec Voltex
2026-09-03T23:28:53+00:00,445,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-03T23:28:09.319924+00:00,AC,7.4,Tipo 2,COPEC VOLTEX - Mall Plaza La Serena,Copec Voltex,7,La Serena,Coquimbo,Copec Voltex,Copec Voltex
2026-09-03T23:28:53+00:00,3218,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-03T23:27:40.428367+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 60312 - RUTA 68,Copec Voltex,150,Pudahuel,Metropolitana,Copec Voltex,Copec Voltex
2026-09-03T23:28:53+00:00,569,ENEL X,OCUPADO,DISPONIBLE,2026-09-03T23:28:03.292686+00:00,DC,60,CCS 2,Enel x - Tottus Gerónimo de Alderete (Vitacura),Enel,(50-150],Vitacura,Metropolitana,Enel,Enel
2026-09-03T23:28:53+00:00,611,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-03T23:27:39.192040+00:00,DC,60,CCS 2,Enel x way - Tottus Nataniel Cox (Santiago),Enel,(50-150],Santiago,Metropolitana,Enel,Enel
2026-09-03T23:28:53+00:00,505,ENEL X,DISPONIBLE,FUERA DE LINEA,2026-09-03T23:28:20.843328+00:00,AC,22,Tipo 2,Estación de Servicio Enel X Station,Enel,(7-22],Pudahuel,Metropolitana,Enel,Enel
2026-09-03T23:30:13+00:00,8733,Enerlink Chile SpA,OCUPADO,DISPONIBLE,2026-09-03T21:19:14.519969+00:00,DC,70,CCS 2,Cargador publico Enex File 130,Enerlink,(50-150],Recoleta,Metropolitana,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-03T23:30:13+00:00,494,Enerlink Chile SpA,OCUPADO,DISPONIBLE,2026-09-03T17:29:24.888171+00:00,DC,50,CCS 2,Enex E-Pro Shell Parral,Enerlink,(22-50],Parral,Maule,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-03T23:30:13+00:00,8017,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-03T23:25:48.832143+00:00,DC,180,CCS 2,SAVE VOLTEX LA SERENA ,Copec Voltex,150,La Serena,Coquimbo,Copec Voltex,Copec Voltex
2026-09-03T23:30:13+00:00,493,Enerlink Chile SpA,NO DISPONIBLE,DISPONIBLE,2026-09-03T17:29:24.888171+00:00,DC,50,CHAdeMO,Enex E-Pro Shell Parral,Enerlink,(22-50],Parral,Maule,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-03T23:30:13+00:00,1820,Enerlink Chile SpA,NO DISPONIBLE,DISPONIBLE,2026-09-03T03:32:47.495821+00:00,DC,120,CCS 2,Enex E-Pro Shell Quilicura,Enerlink,(50-150],Quilicura,Metropolitana,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-03T23:30:13+00:00,4746,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-03T23:28:31.146685+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 60050 - VITACURA,Copec Voltex,150,Vitacura,Metropolitana,Copec Voltex,Copec Voltex
2026-09-03T23:30:13+00:00,1855,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-03T23:29:45.355914+00:00,AC,7.4,Tipo 2,COPEC VOLTEX SERV P350C MALL OPEN KENNEDY,Copec Voltex,7,Las Condes,Metropolitana,Copec Voltex,Copec Voltex
2026-09-03T23:30:13+00:00,375,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-03T23:28:43.839836+00:00,AC,22,Tipo 2,COPEC CHAMISERO - COLINA,Copec Voltex,(7-22],Colina,Metropolitana,Copec Voltex,Copec Voltex
2026-09-03T23:30:13+00:00,1147,ENEL X,OCUPADO,DISPONIBLE,2026-09-03T23:28:55.082786+00:00,DC,60,CCS 2,Enel X Way-Arauco Buenaventura.,Enel,(50-150],Quilicura,Metropolitana,Enel,Enel
2026-09-03T23:30:13+00:00,720,ENEL X,DISPONIBLE,OCUPADO,2026-09-03T23:29:05.519515+00:00,DC,60,CCS 2,Enel X Way - Tottus Vivaceta,Enel,(50-150],Independencia,Metropolitana,Enel,Enel
2026-09-03T23:30:13+00:00,376,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-03T23:28:43.839836+00:00,AC,22,Tipo 2,COPEC CHAMISERO - COLINA,Copec Voltex,(7-22],Colina,Metropolitana,Copec Voltex,Copec Voltex
2026-09-03T23:30:13+00:00,8728,Enerlink Chile SpA,OCUPADO,DISPONIBLE,2026-09-03T22:29:42.040538+00:00,DC,70,GB/T DC,Cargador publico Enex File 169,Enerlink,(50-150],Las Condes,Metropolitana,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-03T23:30:54+00:00,9093,COPEC VOLTEX,OCUPADO,FUERA DE LINEA,2026-09-03T23:30:05.504033+00:00,DC,180,CCS 2,VOLTEX CARGADOR ELECTRICO EL COBRE,Copec Voltex,150,Rancagua,Libertador Bernardo OHiggins,Copec Voltex,Copec Voltex
2026-09-03T23:30:54+00:00,9121,ENEL X,DISPONIBLE,OCUPADO,2026-09-03T22:10:26.789884+00:00,DC,60,CCS 2,Enel X - Cerro Colorado,Enel,(50-150],Las Condes,Metropolitana,Enel,Enel
2026-09-03T23:30:54+00:00,611,ENEL X,DISPONIBLE,FUERA DE LINEA,2026-09-03T23:27:39.192040+00:00,DC,60,CCS 2,Enel x way - Tottus Nataniel Cox (Santiago),Enel,(50-150],Santiago,Metropolitana,Enel,Enel
2026-09-03T23:30:54+00:00,1660,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-03T23:30:18.087927+00:00,DC,120,CCS 2,COPEC VOLTEX EDS 60741 - COSTANERA NORTE,Copec Voltex,(50-150],Vitacura,Metropolitana,Copec Voltex,Copec Voltex
2026-09-03T23:31:57+00:00,612,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-03T23:31:15.299754+00:00,DC,60,CCS 2,Enel x way - Tottus Nataniel Cox (Santiago),Enel,(50-150],Santiago,Metropolitana,Enel,Enel
2026-09-03T23:31:57+00:00,1347,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-03T23:31:13.616137+00:00,DC,50,CCS 2,COPEC VOLTEX EDS 20579 - PARGUA,Copec Voltex,(22-50],Puerto Montt,Los Lagos,Copec Voltex,Copec Voltex
2026-09-03T23:31:57+00:00,611,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-03T23:31:15.299754+00:00,DC,60,CCS 2,Enel x way - Tottus Nataniel Cox (Santiago),Enel,(50-150],Santiago,Metropolitana,Enel,Enel
2026-09-03T23:31:57+00:00,1982,Enerlink Chile SpA,OCUPADO,DISPONIBLE,2026-09-03T23:30:53.006920+00:00,DC,60,CCS 2,Cargador Gasco Carrascal,Enerlink,(50-150],Quinta Normal,Metropolitana,Gasco GLP SA,Enerlink
2026-09-03T23:31:57+00:00,1348,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-03T23:31:13.616137+00:00,DC,50,CHAdeMO,COPEC VOLTEX EDS 20579 - PARGUA,Copec Voltex,(22-50],Puerto Montt,Los Lagos,Copec Voltex,Copec Voltex
2026-09-03T23:32:56+00:00,1018,ENEL X,DISPONIBLE,OCUPADO,2026-09-03T23:31:34.279473+00:00,AC,22,Tipo 2,Enel X Way-Parque Araucano.,Enel,(7-22],Las Condes,Metropolitana,Enel,Enel
2026-09-03T23:32:56+00:00,7318,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-03T23:31:43.045856+00:00,DC,180,CCS 2,Estacion de Servicio Copec NOS,Copec Voltex,150,San Bernardo,Metropolitana,Copec Voltex,Copec Voltex
2026-09-03T23:32:56+00:00,16,COPEC VOLTEX,FUERA DE LINEA,DISPONIBLE,2026-09-03T23:32:03.476253+00:00,DC,50,CCS 2,COPEC Parral,Copec Voltex,(22-50],Parral,Maule,Copec Voltex,Copec Voltex
2026-09-03T23:32:56+00:00,4746,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-03T23:31:52.203790+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 60050 - VITACURA,Copec Voltex,150,Vitacura,Metropolitana,Copec Voltex,Copec Voltex
2026-09-03T23:32:56+00:00,21,COPEC VOLTEX,DISPONIBLE,FUERA DE LINEA,2026-09-03T23:32:09.986136+00:00,DC,50,CHAdeMO,COPEC Chillán,Copec Voltex,(22-50],Chillán Viejo,Ñuble,Copec Voltex,Copec Voltex
2026-09-03T23:32:56+00:00,267,COPEC VOLTEX,FUERA DE LINEA,DISPONIBLE,2026-09-03T23:32:23.330310+00:00,DC,50,CHAdeMO,COPEC Ruta 5 Sur km 484. Los Alamos,Copec Voltex,(22-50],Los Alamos,Biobío,Copec Voltex,Copec Voltex
2026-09-03T23:32:56+00:00,505,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-03T23:31:35.250814+00:00,AC,22,Tipo 2,Estación de Servicio Enel X Station,Enel,(7-22],Pudahuel,Metropolitana,Enel,Enel
2026-09-03T23:32:56+00:00,268,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-03T23:32:23.330310+00:00,DC,50,CCS 2,COPEC Ruta 5 Sur km 484. Los Alamos,Copec Voltex,(22-50],Los Alamos,Biobío,Copec Voltex,Copec Voltex
2026-09-03T23:32:56+00:00,9090,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-03T23:32:15.791908+00:00,DC,240,CCS 2,SAVE VOLTEX LAGUNA DE CHICUREO EDS 60288,Copec Voltex,150,Colina,Metropolitana,Copec Voltex,Copec Voltex
2026-09-03T23:32:56+00:00,22,COPEC VOLTEX,OCUPADO,FUERA DE LINEA,2026-09-03T23:32:09.986136+00:00,DC,50,CCS 2,COPEC Chillán,Copec Voltex,(22-50],Chillán Viejo,Ñuble,Copec Voltex,Copec Voltex
2026-09-03T23:32:56+00:00,15,COPEC VOLTEX,FUERA DE LINEA,DISPONIBLE,2026-09-03T23:32:03.476253+00:00,DC,50,CHAdeMO,COPEC Parral,Copec Voltex,(22-50],Parral,Maule,Copec Voltex,Copec Voltex
2026-09-03T23:35:04+00:00,1149,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-03T23:34:20.379627+00:00,DC,60,CCS 2,Enel X Way-Arauco Buenaventura.,Enel,(50-150],Quilicura,Metropolitana,Enel,Enel
2026-09-03T23:35:04+00:00,4798,ENEL X,DISPONIBLE,OCUPADO,2026-09-03T23:34:10.387846+00:00,DC,60,CCS 2,ELECTROLINERA ARAMCO GRECIA,Enel,(50-150],Nunoa,Metropolitana,Enel,Enel
2026-09-03T23:35:04+00:00,13,COPEC VOLTEX,FUERA DE LINEA,DISPONIBLE,2026-09-03T23:33:13.000030+00:00,DC,50,CHAdeMO,COPEC Santo Domingo,Copec Voltex,(22-50],Santo Domingo,Valparaíso,Copec Voltex,Copec Voltex
2026-09-03T23:35:04+00:00,9091,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-03T23:32:43.638139+00:00,DC,180,CCS 2,VOLTEX CARGADOR ELECTRICO EL COBRE,Copec Voltex,150,Rancagua,Libertador Bernardo OHiggins,Copec Voltex,Copec Voltex
2026-09-03T23:35:04+00:00,1157,ENEL X,NO DISPONIBLE,DISPONIBLE,2026-09-03T23:34:20.223154+00:00,AC,7.4,Tipo 2,Enel X Way-Arauco Buenaventura.,Enel,7,Quilicura,Metropolitana,Enel,Enel
2026-09-03T23:35:04+00:00,2297,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-03T23:34:17.399593+00:00,DC,50,CHAdeMO,COPEC VOLTEX EDS 10027 - MEJILLONES,Copec Voltex,(22-50],Mejillones,Antofagasta,Copec Voltex,Copec Voltex
2026-09-03T23:35:04+00:00,2298,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-03T23:34:17.399593+00:00,DC,50,CCS 2,COPEC VOLTEX EDS 10027 - MEJILLONES,Copec Voltex,(22-50],Mejillones,Antofagasta,Copec Voltex,Copec Voltex
2026-09-03T23:35:04+00:00,505,ENEL X,DISPONIBLE,FUERA DE LINEA,2026-09-03T23:32:36.563778+00:00,AC,22,Tipo 2,Estación de Servicio Enel X Station,Enel,(7-22],Pudahuel,Metropolitana,Enel,Enel
2026-09-03T23:35:04+00:00,8915,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-03T23:33:20.188182+00:00,DC,500,CCS 2,COPEC VOLTEX EDS 40560 - LLAY LLAY,Copec Voltex,150,Llaillay,Valparaíso,Copec Voltex,Copec Voltex
2026-09-03T23:35:04+00:00,12,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-03T23:33:13.000030+00:00,DC,50,CCS 2,COPEC Santo Domingo,Copec Voltex,(22-50],Santo Domingo,Valparaíso,Copec Voltex,Copec Voltex
2026-09-03T23:35:04+00:00,9056,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-03T23:32:29.136568+00:00,DC,180,CCS 2,Voltex EDS60987 - Tobalaba,Copec Voltex,150,Penalolén,Metropolitana,Copec Voltex,Copec Voltex
2026-09-03T23:35:04+00:00,4780,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-03T23:34:06.291839+00:00,DC,60,CCS 2,Enel X Way - Bodega San Francisco,Enel,(50-150],Pudahuel,Metropolitana,Enel,Enel
2026-09-03T23:35:53+00:00,9193,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-03T23:35:20.496464+00:00,DC,180,CCS 2,CARGADOR VOLTEX E/S COPEC PAJARITOS,Copec Voltex,150,Maipú,Metropolitana,Copec Voltex,Copec Voltex
2026-09-03T23:35:53+00:00,8728,Enerlink Chile SpA,DISPONIBLE,OCUPADO,2026-09-03T22:29:42.040538+00:00,DC,70,GB/T DC,Cargador publico Enex File 169,Enerlink,(50-150],Las Condes,Metropolitana,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-03T23:35:53+00:00,684,Enerlink Chile SpA,DISPONIBLE,NO DISPONIBLE,2026-09-01T12:42:55.834510+00:00,DC,50,CHAdeMO,Enex E-Pro Shell Chillán Viejo,Enerlink,(22-50],Chillán Viejo,Ñuble,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-03T23:35:53+00:00,972,Enerlink Chile SpA,OCUPADO,DISPONIBLE,2026-08-12T18:05:20.671330+00:00,DC,120,CCS 2,Enex E-Pro Shell Pablo Neruda Temuco,Enerlink,(50-150],Temuco,La Araucanía,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-03T23:35:53+00:00,683,Enerlink Chile SpA,DISPONIBLE,OCUPADO,2026-09-01T12:42:55.834510+00:00,DC,50,CCS 2,Enex E-Pro Shell Chillán Viejo,Enerlink,(22-50],Chillán Viejo,Ñuble,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-03T23:35:53+00:00,9121,ENEL X,OCUPADO,DISPONIBLE,2026-09-03T22:10:26.789884+00:00,DC,60,CCS 2,Enel X - Cerro Colorado,Enel,(50-150],Las Condes,Metropolitana,Enel,Enel
2026-09-03T23:36:57+00:00,8113,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-03T23:36:14.076455+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 20019 - PAICAVI,Copec Voltex,150,Concepción,Biobío,Copec Voltex,Copec Voltex
2026-09-03T23:36:57+00:00,690,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-03T23:35:50.167507+00:00,DC,60,CCS 2,IRVE Tottus Vicuña Mackena,Enel,(50-150],Santiago,Metropolitana,Enel,Enel
2026-09-03T23:36:57+00:00,689,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-03T23:35:50.167507+00:00,DC,60,CCS 2,IRVE Tottus Vicuña Mackena,Enel,(50-150],Santiago,Metropolitana,Enel,Enel
2026-09-03T23:37:52+00:00,8610,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-03T23:37:23.939236+00:00,DC,240,CCS 2,SAVE VOLTEX BILBAO EDS 60419,Copec Voltex,150,Providencia,Metropolitana,Copec Voltex,Copec Voltex
2026-09-03T23:37:52+00:00,516,ENEL X,OCUPADO,DISPONIBLE,2026-09-03T23:36:29.403384+00:00,DC,50,CHAdeMO,Estación de Servicio Enel X Station,Enel,(22-50],Pudahuel,Metropolitana,Enel,Enel
2026-09-03T23:37:52+00:00,7473,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-03T23:35:10.268530+00:00,DC,240,CCS 2,COPEC VOLTEX EDS 60711 - MACUL,Copec Voltex,150,Macul,Metropolitana,Copec Voltex,Copec Voltex
2026-09-03T23:37:52+00:00,21,COPEC VOLTEX,FUERA DE LINEA,DISPONIBLE,2026-09-03T23:37:11.351644+00:00,DC,50,CHAdeMO,COPEC Chillán,Copec Voltex,(22-50],Chillán Viejo,Ñuble,Copec Voltex,Copec Voltex
2026-09-03T23:37:52+00:00,1381,ENEL X,OCUPADO,DISPONIBLE,2026-09-03T23:37:14.967212+00:00,DC,75,CCS 2,Enel X Way CARGADOR ANGLO AMERICAN ENEA ETAPA 2,Enel,(50-150],Pudahuel,Metropolitana,Enel,Enel
2026-09-03T23:37:52+00:00,505,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-03T23:37:17.063369+00:00,AC,22,Tipo 2,Estación de Servicio Enel X Station,Enel,(7-22],Pudahuel,Metropolitana,Enel,Enel
2026-09-03T23:37:52+00:00,8101,ENEL X,OCUPADO,DISPONIBLE,2026-09-03T23:37:13.155162+00:00,DC,30,CCS 2,ENEL X - PARQUE ARAUCO,Enel,(22-50],Las Condes,Metropolitana,Enel,Enel
2026-09-03T23:37:52+00:00,1052,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-03T23:36:29.392202+00:00,DC,50,CCS 2,SAVE VOLTEX 20442 EDS COPEC,Copec Voltex,(22-50],Valdivia,De los Ríos,Copec Voltex,Copec Voltex
2026-09-03T23:37:52+00:00,22,COPEC VOLTEX,FUERA DE LINEA,DISPONIBLE,2026-09-03T23:37:11.351644+00:00,DC,50,CCS 2,COPEC Chillán,Copec Voltex,(22-50],Chillán Viejo,Ñuble,Copec Voltex,Copec Voltex
2026-09-03T23:37:52+00:00,8609,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-03T23:37:23.939236+00:00,DC,240,CCS 2,SAVE VOLTEX BILBAO EDS 60419,Copec Voltex,150,Providencia,Metropolitana,Copec Voltex,Copec Voltex
2026-09-03T23:37:52+00:00,1151,ENEL X,OCUPADO,DISPONIBLE,2026-09-03T23:36:59.446337+00:00,DC,50,CHAdeMO,Enel X Way-Arauco Buenaventura.,Enel,(22-50],Quilicura,Metropolitana,Enel,Enel
2026-09-03T23:38:53+00:00,1224,ENEL X,DISPONIBLE,FUERA DE LINEA,2026-09-03T23:38:05.219468+00:00,AC,7.4,Tipo 2,Enel X Way - Espacio Urbano Las Rejas,Enel,7,Estación Central,Metropolitana,Enel,Enel
2026-09-03T23:38:53+00:00,8191,ENEL X,OCUPADO,FUERA DE LINEA,2026-09-03T23:37:46.063918+00:00,DC,60,CCS 2,Enel X Way - CARGADOR ESPACIO URBANO SAN MIGUEL ,Enel,(50-150],San Miguel,Metropolitana,Enel,Enel
2026-09-03T23:38:53+00:00,505,ENEL X,DISPONIBLE,FUERA DE LINEA,2026-09-03T23:37:26.164371+00:00,AC,22,Tipo 2,Estación de Servicio Enel X Station,Enel,(7-22],Pudahuel,Metropolitana,Enel,Enel
2026-09-03T23:38:53+00:00,8682,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-03T23:37:54.900012+00:00,AC,22,Tipo 2,"Copec Costanera Norte, Pudahuel",Copec Voltex,(7-22],Pudahuel,Metropolitana,Copec Voltex,Copec Voltex
2026-09-03T23:38:53+00:00,9090,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-03T23:37:40.867910+00:00,DC,240,CCS 2,SAVE VOLTEX LAGUNA DE CHICUREO EDS 60288,Copec Voltex,150,Colina,Metropolitana,Copec Voltex,Copec Voltex
2026-09-03T23:38:53+00:00,611,ENEL X,DISPONIBLE,FUERA DE LINEA,2026-09-03T23:38:20.440004+00:00,DC,60,CCS 2,Enel x way - Tottus Nataniel Cox (Santiago),Enel,(50-150],Santiago,Metropolitana,Enel,Enel
2026-09-03T23:38:53+00:00,7472,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-03T23:38:06.719747+00:00,DC,240,CCS 2,COPEC VOLTEX EDS 60711 - MACUL,Copec Voltex,150,Macul,Metropolitana,Copec Voltex,Copec Voltex
2026-09-03T23:39:55+00:00,8731,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-03T23:39:00.340770+00:00,DC,180,CCS 2,VOLTEX COPEC CONSISTORIAL,Copec Voltex,150,Penalolén,Metropolitana,Copec Voltex,Copec Voltex
2026-09-03T23:39:55+00:00,8727,Enerlink Chile SpA,DISPONIBLE,OCUPADO,2026-09-03T23:39:19.948283+00:00,DC,70,CCS 2,Cargador publico Enex File 169,Enerlink,(50-150],Las Condes,Metropolitana,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-03T23:39:55+00:00,1004,ENEL X,DISPONIBLE,OCUPADO,2026-09-03T23:38:53.471626+00:00,DC,60,CCS 2,Enel X Way - Petrobras Rotonda Atenas,Enel,(50-150],Las Condes,Metropolitana,Enel,Enel
2026-09-03T23:39:55+00:00,1817,Enerlink Chile SpA,DISPONIBLE,OCUPADO,2026-09-02T23:03:47.519517+00:00,DC,120,CCS 2,Enex E-Pro Shell Colina,Enerlink,(50-150],Colina,Metropolitana,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-03T23:39:55+00:00,611,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-03T23:38:20.440004+00:00,DC,60,CCS 2,Enel x way - Tottus Nataniel Cox (Santiago),Enel,(50-150],Santiago,Metropolitana,Enel,Enel
2026-09-03T23:39:55+00:00,9192,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-03T23:39:13.858557+00:00,DC,180,CCS 2,VOLTEX LOS TOROS,Copec Voltex,150,Puente Alto,Metropolitana,Copec Voltex,Copec Voltex
2026-09-03T23:39:55+00:00,1658,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-03T23:39:15.682084+00:00,DC,120,CCS 2,COPEC VOLTEX EDS 60741 - COSTANERA NORTE,Copec Voltex,(50-150],Vitacura,Metropolitana,Copec Voltex,Copec Voltex
2026-09-03T23:39:55+00:00,1224,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-03T23:38:43.039170+00:00,AC,7.4,Tipo 2,Enel X Way - Espacio Urbano Las Rejas,Enel,7,Estación Central,Metropolitana,Enel,Enel
2026-09-03T23:39:55+00:00,7318,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-03T23:39:02.583916+00:00,DC,180,CCS 2,Estacion de Servicio Copec NOS,Copec Voltex,150,San Bernardo,Metropolitana,Copec Voltex,Copec Voltex
2026-09-03T23:39:55+00:00,9191,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-03T23:39:13.858557+00:00,DC,180,CCS 2,VOLTEX LOS TOROS,Copec Voltex,150,Puente Alto,Metropolitana,Copec Voltex,Copec Voltex
2026-09-03T23:41:01+00:00,1658,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-03T23:39:45.226659+00:00,DC,120,CCS 2,COPEC VOLTEX EDS 60741 - COSTANERA NORTE,Copec Voltex,(50-150],Vitacura,Metropolitana,Copec Voltex,Copec Voltex
2026-09-03T23:41:01+00:00,7269,ENEL X,DISPONIBLE,OCUPADO,2026-09-03T23:39:09.782738+00:00,DC,60,CCS 2,Enel X - EDS Petrobras Los Presidentes,Enel,(50-150],Penalolén,Metropolitana,Enel,Enel
2026-09-03T23:41:01+00:00,519,ENEL X,DISPONIBLE,OCUPADO,2026-09-03T23:40:05.359510+00:00,DC,60,CCS 2,Estación de Servicio Enel X Station,Enel,(50-150],Pudahuel,Metropolitana,Enel,Enel
2026-09-03T23:41:01+00:00,560,ENEL X,DISPONIBLE,OCUPADO,2026-09-03T23:20:27.911200+00:00,DC,60,CCS 2,Enel X  Way Privado- ESPACIO URBANO PTE ALTO,Enel,(50-150],Puente Alto,Metropolitana,Enel,Enel
2026-09-03T23:41:01+00:00,7472,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-03T23:40:11.604107+00:00,DC,240,CCS 2,COPEC VOLTEX EDS 60711 - MACUL,Copec Voltex,150,Macul,Metropolitana,Copec Voltex,Copec Voltex
2026-09-03T23:41:01+00:00,254,COPEC VOLTEX,NO DISPONIBLE,OCUPADO,2026-09-03T23:39:44.302736+00:00,DC,50,CHAdeMO,ESTACION DE SERVICIOS COPEC LAUTARO,Copec Voltex,(22-50],Lautaro,La Araucanía,Copec Voltex,Copec Voltex
2026-09-03T23:41:01+00:00,9093,COPEC VOLTEX,FUERA DE LINEA,DISPONIBLE,2026-09-03T23:40:18.864293+00:00,DC,180,CCS 2,VOLTEX CARGADOR ELECTRICO EL COBRE,Copec Voltex,150,Rancagua,Libertador Bernardo OHiggins,Copec Voltex,Copec Voltex
2026-09-03T23:41:01+00:00,8813,ENEL X,OCUPADO,DISPONIBLE,2026-09-03T22:40:22.595550+00:00,DC,70,CCS 2,Enel X - EDS Aramco Ciudad Satelite ,Enel,(50-150],Maipú,Metropolitana,Enel,Enel
2026-09-03T23:41:01+00:00,256,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-03T23:39:44.302736+00:00,DC,50,CCS 2,ESTACION DE SERVICIOS COPEC LAUTARO,Copec Voltex,(22-50],Lautaro,La Araucanía,Copec Voltex,Copec Voltex
